ModifierId,Name,Type,Value,Extra,SecondExtra
AGENDA_ALLY_OF_ENKIDU_FRIEND,MessageThrottle,ARGTYPE_IDENTITY,20,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_FRIEND,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_GILGAMESH_REASON_ANY,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_FRIEND,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_ALLY_OF_ENKIDU_DECLARED_FRIEND,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_DENOUNCED_FRIEND,InitialValue,ARGTYPE_IDENTITY,-12,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_DENOUNCED_FRIEND,ReductionTurns,ARGTYPE_IDENTITY,10,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_DENOUNCED_FRIEND,ReductionValue,ARGTYPE_IDENTITY,-1,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_DENOUNCED_FRIEND,MessageThrottle,ARGTYPE_IDENTITY,20,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_DENOUNCED_FRIEND,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_GILGAMESH_REASON_ANY,NULL,NULL
AGENDA_ALLY_OF_ENKIDU_DENOUNCED_FRIEND,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_ALLY_OF_ENKIDU_DENOUNCED_FRIEND,NULL,NULL
AGENDA_BACKSTAB_AVERSE_FRIEND,InitialValue,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_BACKSTAB_AVERSE_FRIEND,MaxValue,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_BACKSTAB_AVERSE_FRIEND,IncrementValue,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_BACKSTAB_AVERSE_FRIEND,IncrementTurns,ARGTYPE_IDENTITY,10,NULL,NULL
AGENDA_BACKSTAB_AVERSE_FRIEND,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_TOMYRIS_REASON_ANY,NULL,NULL
AGENDA_BACKSTAB_AVERSE_FRIEND,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_BACKSTAB_AVERSE_FRIEND,NULL,NULL
AGENDA_BACKSTAB_AVERSE_SURPRISE_WAR,InitialValue,ARGTYPE_IDENTITY,-10,NULL,NULL
AGENDA_BACKSTAB_AVERSE_SURPRISE_WAR,ReductionTurns,ARGTYPE_IDENTITY,10,NULL,NULL
AGENDA_BACKSTAB_AVERSE_SURPRISE_WAR,ReductionValue,ARGTYPE_IDENTITY,-1,NULL,NULL
AGENDA_BACKSTAB_AVERSE_SURPRISE_WAR,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_TOMYRIS_REASON_ANY,NULL,NULL
AGENDA_BACKSTAB_AVERSE_SURPRISE_WAR,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_BACKSTAB_AVERSE_SURPRISE_WAR,NULL,NULL
AGENDA_CONTINENT_ATTACKED,InitialValue,ARGTYPE_IDENTITY,-12,NULL,NULL
AGENDA_CONTINENT_ATTACKED,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_T_ROOSEVELT_REASON_ANY,NULL,NULL
AGENDA_CONTINENT_ATTACKED,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_BIG_STICK_CONTINENT_ATTACKED,NULL,NULL
AGENDA_CONTINENT_PEACEFUL,InitialValue,ARGTYPE_IDENTITY,8,NULL,NULL
AGENDA_CONTINENT_PEACEFUL,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_T_ROOSEVELT_REASON_ANY,NULL,NULL
AGENDA_CONTINENT_PEACEFUL,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_BIG_STICK_CONTINENT_PEACEFUL,NULL,NULL
AGENDA_HAS_DESIRED_LUXURY,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_HAS_DESIRED_LUXURY,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_MONTEZUMA_REASON_ANY,NULL,NULL
AGENDA_HAS_DESIRED_LUXURY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_TLATOANI_HAS_DESIRED_LUXURY,NULL,NULL
AGENDA_HAS_NO_DESIRED_LUXURY,InitialValue,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_HAS_NO_DESIRED_LUXURY,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_MONTEZUMA_REASON_ANY,NULL,NULL
AGENDA_HAS_NO_DESIRED_LUXURY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_TLATOANI_HAS_NO_DESIRED_LUXURY,NULL,NULL
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,InitialValue,ARGTYPE_IDENTITY,8,NULL,NULL
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PEDRO_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_GREAT_PEOPLE_OBSESSED_LAGGING,NULL,NULL
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,InitialValue,ARGTYPE_IDENTITY,-12,NULL,NULL
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PEDRO_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_GREAT_PEOPLE_OBSESSED_LEADING,NULL,NULL
AGENDA_MODIFIER_LAGS_PROGRESS,InitialValue,ARGTYPE_IDENTITY,-7,NULL,NULL
AGENDA_MODIFIER_LAGS_PROGRESS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PETER_GREAT_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_LAGS_PROGRESS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WESTERNIZER_LAGGING,NULL,NULL
AGENDA_MODIFIER_LEADS_PROGRESS,InitialValue,ARGTYPE_IDENTITY,7,NULL,NULL
AGENDA_MODIFIER_LEADS_PROGRESS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PETER_GREAT_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_LEADS_PROGRESS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WESTERNIZER_LEADING,NULL,NULL
AGENDA_MODIFIER_LAGS_WONDERS,InitialValue,ARGTYPE_IDENTITY,8,NULL,NULL
AGENDA_MODIFIER_LAGS_WONDERS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_QIN_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_LAGS_WONDERS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WONDER_OBSESSED_LAGGING,NULL,NULL
AGENDA_MODIFIER_LEADS_WONDERS,InitialValue,ARGTYPE_IDENTITY,-12,NULL,NULL
AGENDA_MODIFIER_LEADS_WONDERS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_QIN_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_LEADS_WONDERS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WONDER_OBSESSED_LEADING,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,InitialValue,ARGTYPE_IDENTITY,0,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,IncrementValue,ARGTYPE_IDENTITY,0,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_GORGO_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WITH_SHIELD_OR_ON_IT,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,MaxDiploModifierMagnitude,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,HighThreshold,ARGTYPE_IDENTITY,4,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,LowThreshold,ARGTYPE_IDENTITY,-1,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,AvoidedWarPenalty,ARGTYPE_IDENTITY,-4,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,AvoidedWarPenaltyTurnsToRampUp,ARGTYPE_IDENTITY,15,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,PaidForPeacePenalty,ARGTYPE_IDENTITY,-8,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,PaidForPeacePenaltyTurnsToFadeOut,ARGTYPE_IDENTITY,30,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,ReductionValue,ARGTYPE_IDENTITY,0,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,ReductionTurns,ARGTYPE_IDENTITY,2,NULL,NULL
AGENDA_MODIFIER_NEVER_AT_WAR,InitialValue,ARGTYPE_IDENTITY,-4,NULL,NULL
AGENDA_MODIFIER_NEVER_AT_WAR,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_GORGO_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_NEVER_AT_WAR,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WITH_SHIELD_NEVER_WARRED,NULL,NULL
AGENDA_MODIFIER_NOT_WARMONGER,InitialValue,ARGTYPE_IDENTITY,5,NULL,NULL
AGENDA_MODIFIER_NOT_WARMONGER,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_GANDHI_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_NOT_WARMONGER,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_PEACEKEEPER_NOT_WARMONGER,NULL,NULL
AGENDA_MODIFIER_WARMONGER,InitialValue,ARGTYPE_IDENTITY,-8,NULL,NULL
AGENDA_MODIFIER_WARMONGER,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_GANDHI_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_WARMONGER,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_PEACEKEEPER_WARMONGER,NULL,NULL
AGENDA_MODIFIER_SAME_RELIGION,InitialValue,ARGTYPE_IDENTITY,8,NULL,NULL
AGENDA_MODIFIER_SAME_RELIGION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PHILIP_II_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_SAME_RELIGION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_COUNTER_REFORMER_SAME,NULL,NULL
AGENDA_MODIFIER_ENCROACHING_RELIGION,InitialValue,ARGTYPE_IDENTITY,-12,NULL,NULL
AGENDA_MODIFIER_ENCROACHING_RELIGION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PHILIP_II_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_ENCROACHING_RELIGION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_COUNTER_REFORMER_ENCROACHING,NULL,NULL
AGENDA_MODIFIER_DELIAN_NOT_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_MODIFIER_DELIAN_NOT_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PERICLES_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_DELIAN_NOT_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DELIAN_NOT_COMPETING,NULL,NULL
AGENDA_MODIFIER_DELIAN_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_MODIFIER_DELIAN_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PERICLES_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_DELIAN_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DELIAN_COMPETING,NULL,NULL
AGENDA_MODIFIER_NOT_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_MODIFIER_NOT_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_MODIFIER_NOT_COMPETING_MINORS,NULL,NULL
AGENDA_MODIFIER_NOT_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_CITY_STATE_NOT_COMPETING,NULL,NULL
AGENDA_MODIFIER_NOT_COMPETING_MINORS,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_MODIFIER_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_MODIFIER_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_MODIFIER_COMPETING_MINORS,NULL,NULL
AGENDA_MODIFIER_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_CITY_STATE_COMPETING,NULL,NULL
AGENDA_MODIFIER_COMPETING_MINORS,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_MODIFIER_RELIGION_RECEIVED,InitialValue,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_MODIFIER_RELIGION_RECEIVED,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_MVEMBA_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_RELIGION_RECEIVED,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DISCIPLE_RECEIVED,NULL,NULL
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,InitialValue,ARGTYPE_IDENTITY,-7,NULL,NULL
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_MVEMBA_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DISCIPLE_NOT_RECEIVED,NULL,NULL
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,InitialValue,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_BARBAROSSA_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_IRON_CROWN_NOT_INVOLVED,NULL,NULL
AGENDA_MODIFIER_CONQUERING_ALLYING_MINORS,InitialValue,ARGTYPE_IDENTITY,-5,NULL,NULL
AGENDA_MODIFIER_CONQUERING_ALLYING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_BARBAROSSA_REASON_ANY,NULL,NULL
AGENDA_MODIFIER_CONQUERING_ALLYING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_IRON_CROWN_INVOLVED,NULL,NULL
AGENDA_SUN_SETS_HOME_CONTINENT,InitialValue,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_SUN_SETS_HOME_CONTINENT,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_VICTORIA_REASON_ANY,NULL,NULL
AGENDA_SUN_SETS_HOME_CONTINENT,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_SUN_SETS_HOME_CONTINENT,NULL,NULL
AGENDA_SUN_SETS_NEW_CONTINENT,InitialValue,ARGTYPE_IDENTITY,-5,NULL,NULL
AGENDA_SUN_SETS_NEW_CONTINENT,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_VICTORIA_REASON_ANY,NULL,NULL
AGENDA_SUN_SETS_NEW_CONTINENT,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_SUN_SETS_NEW_CONTINENT,NULL,NULL
AGENDA_ENJOYS_WAR,InitialValue,ARGTYPE_IDENTITY,8,NULL,NULL
AGENDA_ENJOYS_WAR,ReductionTurns,ARGTYPE_IDENTITY,10,NULL,NULL
AGENDA_ENJOYS_WAR,ReductionValue,ARGTYPE_IDENTITY,-1,NULL,NULL
AGENDA_ENJOYS_WAR,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_ENJOYS_WAR,NULL,NULL
AGENDA_ENJOYS_WAR,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_ENJOYS_WAR,NULL,NULL
AGENDA_ENJOYS_WAR,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_HIGH_CULTURE,InitialValue,ARGTYPE_IDENTITY,6,NULL,NULL
AGENDA_HIGH_CULTURE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_HIGH_CULTURE,NULL,NULL
AGENDA_HIGH_CULTURE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_CULTURE,NULL,NULL
AGENDA_HIGH_CULTURE,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_LOW_CULTURE,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_LOW_CULTURE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_LOW_CULTURE,NULL,NULL
AGENDA_LOW_CULTURE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_CULTURE,NULL,NULL
AGENDA_LOW_CULTURE,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_HIGH_PROTECT_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,6,NULL,NULL
AGENDA_HIGH_PROTECT_CITY_STATES,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_PROTECTS_CITY_STATES,NULL,NULL
AGENDA_HIGH_PROTECT_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_CITY_STATE_PROTECTION,NULL,NULL
AGENDA_HIGH_PROTECT_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_MED_PROTECT_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,3,NULL,NULL
AGENDA_MED_PROTECT_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_MED_CITY_STATE_PROTECTION,NULL,NULL
AGENDA_MED_PROTECT_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_MED_ATTACK_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,-3,NULL,NULL
AGENDA_MED_ATTACK_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_MED_CITY_STATE_AGGRESSION,NULL,NULL
AGENDA_MED_ATTACK_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_HIGH_ATTACK_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_HIGH_ATTACK_CITY_STATES,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_ATTACKS_CITY_STATES,NULL,NULL
AGENDA_HIGH_ATTACK_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_CITY_STATE_AGGRESSION,NULL,NULL
AGENDA_HIGH_ATTACK_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_HIGH_FAITH,InitialValue,ARGTYPE_IDENTITY,6,NULL,NULL
AGENDA_HIGH_FAITH,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_HIGH_FAITH,NULL,NULL
AGENDA_HIGH_FAITH,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_FAITH,NULL,NULL
AGENDA_HIGH_FAITH,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_LOW_FAITH,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_LOW_FAITH,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_LOW_FAITH,NULL,NULL
AGENDA_LOW_FAITH,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_FAITH,NULL,NULL
AGENDA_LOW_FAITH,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_CLEARS_BARBARIAN_CAMPS,InitialValue,ARGTYPE_IDENTITY,6,NULL,NULL
AGENDA_CLEARS_BARBARIAN_CAMPS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_ATTACKS_BARBARIANS,NULL,NULL
AGENDA_CLEARS_BARBARIAN_CAMPS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_ATTACKS_BARBARIANS,NULL,NULL
AGENDA_CLEARS_BARBARIAN_CAMPS,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_IGNORES_BARBARIAN_CAMPS,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_IGNORES_BARBARIAN_CAMPS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_IGNORES_BARBARIANS,NULL,NULL
AGENDA_IGNORES_BARBARIAN_CAMPS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_IGNORES_BARBARIANS,NULL,NULL
AGENDA_IGNORES_BARBARIAN_CAMPS,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_HIGH_EXPLORATION,InitialValue,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_HIGH_EXPLORATION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_HIGH_EXPLORATION,NULL,NULL
AGENDA_HIGH_EXPLORATION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_EXPLORATION,NULL,NULL
AGENDA_HIGH_EXPLORATION,HiddenAgenda,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_LOW_EXPLORATION,InitialValue,ARGTYPE_IDENTITY,6,NULL,NULL
AGENDA_LOW_EXPLORATION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_LOW_EXPLORATION,NULL,NULL
AGENDA_LOW_EXPLORATION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_EXPLORATION,NULL,NULL
