ModifierId,ModifierType,RunOnce,NewOnly,Permanent,Repeatable,OwnerRequirementSetId,SubjectRequirementSetId,OwnerStackLimit,SubjectStackLimit
AGENDA_LOW_FAITH,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_LOW_FAITH,NULL,NULL
AGENDA_LOW_HAPPINESS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_LOW_HAPPINESS,NULL,NULL
AGENDA_LOW_INDUSTRY,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_LOW_INDUSTRY,NULL,NULL
AGENDA_LOW_NUKE_LOVE,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,PLAYER_HAS_NUCLEAR_FISSION_REQUIREMENT,PLAYER_HAS_LOW_NUKE_LOVE,NULL,NULL
AGENDA_LOW_POPULATION,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_LOW_POPULATION,NULL,NULL
AGENDA_LOW_SCIENCE,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_LOW_SCIENCE,NULL,NULL
AGENDA_LOW_STANDING_ARMY,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_LOW_STANDING_ARMY,NULL,NULL
AGENDA_MED_ATTACK_CITY_STATES,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_MED_CITY_STATE_AGGRESSION,NULL,NULL
AGENDA_MED_PROTECT_CITY_STATES,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_MED_CITY_STATE_PROTECTION,NULL,NULL
AGENDA_MODIFIER_COMPETING_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_COMPETING_MINORS,NULL,NULL
AGENDA_MODIFIER_CONQUERING_ALLYING_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_CONQUERING_ALLYING_MINORS,NULL,NULL
AGENDA_MODIFIER_DELIAN_COMPETING_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_COMPETING_MINORS,NULL,NULL
AGENDA_MODIFIER_DELIAN_NOT_COMPETING_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_NOT_COMPETING_MINORS,NULL,NULL
AGENDA_MODIFIER_ENCROACHING_RELIGION,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_ENCROACHING_RELIGION,NULL,NULL
AGENDA_EXPLOITATION,MODIFIER_PLAYER_DIPLOMACY_AGENDA_EXPLOITATIVE,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_30_TURNS,NULL,NULL
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LAGS_GREAT_PEOPLE,NULL,NULL
AGENDA_MODIFIER_LAGS_PROGRESS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LAGS_PROGRESS,NULL,NULL
AGENDA_MODIFIER_LAGS_WONDERS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LAGS_WONDERS,NULL,NULL
AGENDA_MODIFIER_GREAT_PERSON_ADVOCATE_LAG,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LAGS_GREAT_PEOPLE,NULL,NULL
AGENDA_MODIFIER_WONDER_ADVOCATE_LAG,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LAGS_WONDERS,NULL,NULL
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LEADS_GREAT_PEOPLE,NULL,NULL
AGENDA_MODIFIER_LEADS_PROGRESS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LEADS_PROGRESS,NULL,NULL
AGENDA_MODIFIER_LEADS_WONDERS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LEADS_WONDERS,NULL,NULL
AGENDA_MODIFIER_GREAT_PERSON_ADVOCATE_LEAD,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LEADS_GREAT_PEOPLE,NULL,NULL
AGENDA_MODIFIER_WONDER_ADVOCATE_LEAD,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_LEADS_WONDERS,NULL,NULL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,MODIFIER_PLAYER_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,0,0,0,0,ON_TURN_STARTED,PLAYER_WITH_SHIELD_OR_ON_IT,NULL,NULL
AGENDA_MODIFIER_NEVER_AT_WAR,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_IS_KNOWN_MAJOR_CIV_AT_WAR,NULL,NULL
AGENDA_MODIFIER_NOT_COMPETING_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_NOT_COMPETING_MINORS,NULL,NULL
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_NOT_INVOLVED_MINORS,NULL,NULL
AGENDA_MODIFIER_NOT_WARMONGER,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_NOT_WARMONGER_SUBJECT,NULL,NULL
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_RELIGION_NOT_RECEIVED,NULL,NULL
AGENDA_MODIFIER_RELIGION_RECEIVED,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_RELIGION_RECEIVED,NULL,NULL
AGENDA_MODIFIER_SAME_RELIGION,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_SAME_RELIGION,NULL,NULL
AGENDA_MODIFIER_WARMONGER,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_IS_WARMONGER_SUBJECT,NULL,NULL
AGENDA_OPTIMUS_PRINCEPS,MODIFIER_PLAYER_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_10_TURNS,NULL,NULL
AGENDA_PARANOID,MODIFIER_PLAYER_DIPLOMACY_AGENDA_PARANOID,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_30_TURNS,NULL,NULL
AGENDA_QUEEN_OF_NILE,MODIFIER_PLAYER_DIPLOMACY_AGENDA_QUEEN_OF_NILE,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_10_TURNS,NULL,NULL
AGENDA_SAME_GOVERNMENT,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,AGENDA_REQUIRE_PLAYER_HAS_SAME_GOVERNMENT,NULL,NULL
AGENDA_SUN_SETS_HOME_CONTINENT,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_SAME_HOME_CONTINENT,NULL,NULL
AGENDA_SUN_SETS_NEW_CONTINENT,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_ON_NEW_CONTINENT,NULL,NULL
NONAGENDA_IGNORE_WARMONGERING,MODIFIER_PLAYER_ADJUST_WARMONGER_MULTIPLIER,0,0,0,0,NULL,NULL,NULL,NULL
AGENDA_ENJOYS_WAR,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,NULL,PLAYER_DECLARES_WAR,NULL,NULL
AGENDA_ADJUST_GOVERNMENT_INTOLERANCE,MODIFIER_PLAYER_GOVERNMENT_ADJUST_OTHER_GOVERNMENT_INTOLERANCE,0,0,0,0,NULL,NULL,NULL,NULL
DANCE_OF_THE_AURORA_FAITHTUNDRAADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
DANCE_OF_THE_AURORA_FAITHTUNDRAHILLSADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
DESERT_FOLKLORE_FAITHDESERTADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
DESERT_FOLKLORE_FAITHDESERTHILLSADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
SACRED_PATH_FAITHFEATUREADJACENCY,MODIFIER_ALL_CITIES_FEATURE_ADJACENCY,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
MONUMENT_TO_THE_GODS_ANCIENTCLASSICALWONDER,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_PANTHEON_REQUIREMENTS,NULL,NULL
MONUMENT_TO_THE_GODS_ANCIENTCLASSICALWONDER_MODIFIER,MODIFIER_PLAYER_CITIES_ADJUST_WONDER_ERA_PRODUCTION,0,0,0,0,NULL,NULL,NULL,NULL
DIVINE_SPARK_HOLY_SITE,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
DIVINE_SPARK_HOLY_SITE_MODIFIER,MODIFIER_SINGLE_CITY_DISTRICTS_ADJUST_GREAT_PERSON_POINTS,0,0,0,0,NULL,DISTRICT_IS_HOLY_SITE,NULL,NULL
LADY_OF_THE_REEDS_PRODUCTION_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_REEDS_REQUIREMENTS,NULL,NULL
LADY_OF_THE_REEDS_PRODUCTION,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
GOD_OF_THE_SEA_FISHINGBOATS_PRODUCTION,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
GOD_OF_THE_SEA_FISHINGBOATS_PRODUCTION_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_FISHINGBOATS_REQUIREMENTS,NULL,NULL
GOD_OF_THE_OPEN_SKY_PASTURE_CULTURE,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
GOD_OF_THE_OPEN_SKY_PASTURE_CULTURE_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_PASTURE_REQUIREMENTS,NULL,NULL
GODDESS_OF_THE_HUNT_CAMP_FOOD,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
GODDESS_OF_THE_HUNT_CAMP_FOOD_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_CAMP_AND_RESOURCE_REQUIREMENTS,NULL,NULL
STONE_CIRCLES_QUARRY_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
STONE_CIRCLES_QUARRY_FAITH_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_QUARRY_REQUIREMENTS,NULL,NULL
RELIGIOUS_IDOLS_BONUS_MINE_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
RELIGIOUS_IDOLS_BONUS_MINE_FAITH_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_BONUS_MINE_REQUIREMENTS,NULL,NULL
RELIGIOUS_IDOLS_LUXURY_MINE_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
RELIGIOUS_IDOLS_LUXURY_MINE_FAITH_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_LUXURY_MINE_REQUIREMENTS,NULL,NULL
ORAL_TRADITION_PLANTATION_TAG_CULTURE,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
ORAL_TRADITION_PLANTATION_TAG_CULTURE_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,NULL,PLOT_HAS_PLANTATION_TAG2_REQUIREMENTS,NULL,NULL
GOD_OF_THE_FORGE_UNIT_ANCIENT_CLASSICAL_PRODUCTION,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_PANTHEON_REQUIREMENTS,NULL,NULL
GOD_OF_THE_FORGE_UNIT_ANCIENT_CLASSICAL_PRODUCTION_MODIFIER,MODIFIER_PLAYER_CITIES_ADJUST_MILITARY_UNITS_PRODUCTION,0,0,0,0,NULL,NULL,NULL,NULL
INITIATION_RITES_FAITH_DISPERSAL,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_PANTHEON_REQUIREMENTS,NULL,NULL
INITIATION_RITES_FAITH_DISPERSAL_MODIFIER,MODIFIER_PLAYER_ADJUST_FAITH_FROM_DISPERSAL,0,0,0,0,NULL,NULL,NULL,NULL
GOD_OF_WAR_FAITH_KILLS,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_PANTHEON_REQUIREMENTS,NULL,NULL
GOD_OF_WAR_FAITH_KILLS_MODIFIER,MODIFIER_PLAYER_UNITS_ADJUST_POST_COMBAT_YIELD,0,0,0,0,NULL,NULL,NULL,NULL
GOD_OF_HEALING_UNIT_HEALING,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_PANTHEON_REQUIREMENTS,NULL,NULL
GOD_OF_HEALING_UNIT_HEALING_MODIFIER,MODIFIER_PLAYER_UNITS_ADJUST_HEAL_PER_TURN,0,0,0,0,NULL,PLOT_ADJACENT_INCLUDE_HOLY_SITE,NULL,NULL
FERTILITY_RITES_GROWTH,MODIFIER_ALL_CITIES_ADJUST_CITY_GROWTH,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
RELIGIOUS_SETTLEMENTS_CULTUREBORDER,MODIFIER_ALL_CITIES_CULTURE_BORDER_EXPANSION,0,0,0,0,NULL,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,NULL,NULL
GODDESS_OF_THE_HARVEST_HARVEST,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_PANTHEON_REQUIREMENTS,NULL,NULL
GODDESS_OF_THE_HARVEST_HARVEST_MODIFIER,MODIFIER_PLAYER_GRANT_FAITH_FROM_HARVEST,0,0,0,0,NULL,NULL,NULL,NULL
GODDESS_OF_THE_HARVEST_REMOVE_FEATURE,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,NULL,PLAYER_HAS_PANTHEON_REQUIREMENTS,NULL,NULL
GODDESS_OF_THE_HARVEST_REMOVE_FEATURE_MODIFIER,MODIFIER_PLAYER_GRANT_FAITH_FROM_REMOVE_FEATURE,0,0,0,0,NULL,NULL,NULL,NULL
DIVINE_INSPIRATION_WONDER_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_REQUIREMENTS,NULL,NULL
DIVINE_INSPIRATION_WONDER_FAITH_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_WONDER_YIELD_CHANGE,0,0,0,0,NULL,NULL,NULL,NULL
FEED_THE_WORLD_SHRINE_FOOD,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_REQUIREMENTS,NULL,NULL
FEED_THE_WORLD_SHRINE_FOOD_MODIFIER,MODIFIER_BUILDING_YIELD_CHANGE,0,0,0,0,NULL,NULL,NULL,NULL
FEED_THE_WORLD_TEMPLE_FOOD,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_REQUIREMENTS,NULL,NULL
FEED_THE_WORLD_TEMPLE_FOOD_MODIFIER,MODIFIER_BUILDING_YIELD_CHANGE,0,0,0,0,NULL,NULL,NULL,NULL
JESUIT_EDUCATION_SCIENCE_BUILDINGS,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_REQUIREMENTS,NULL,NULL
JESUIT_EDUCATION_SCIENCE_BUILDINGS_MODIFIER,MODIFIER_CITY_ENABLE_BUILDING_FAITH_PURCHASE,0,0,0,0,NULL,NULL,NULL,NULL
JESUIT_EDUCATION_CULTURE_BUILDINGS,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_REQUIREMENTS,NULL,NULL
JESUIT_EDUCATION_CULTURE_BUILDINGS_MODIFIER,MODIFIER_CITY_ENABLE_BUILDING_FAITH_PURCHASE,0,0,0,0,NULL,NULL,NULL,NULL
RELIQUARIES_RELIC_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_REQUIREMENTS,NULL,NULL
RELIQUARIES_RELIC_FAITH_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_GREATWORK_YIELD,0,0,0,0,NULL,NULL,NULL,NULL
RELIQUARIES_RELIC_TOURISM,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_REQUIREMENTS,NULL,NULL
RELIQUARIES_RELIC_TOURISM_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_TOURISM,0,0,0,0,NULL,NULL,NULL,NULL
RELIGIOUS_COMMUNITY_SHRINE_HOUSING,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_HAS_SHRINE,NULL,NULL
RELIGIOUS_COMMUNITY_SHRINE_HOUSING_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,0,0,0,0,NULL,NULL,NULL,NULL
RELIGIOUS_COMMUNITY_TEMPLE_HOUSING,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_HAS_TEMPLE,NULL,NULL
RELIGIOUS_COMMUNITY_TEMPLE_HOUSING_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,0,0,0,0,NULL,NULL,NULL,NULL
RELIGIOUS_COMMUNITY_STAVE_HOUSING,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,NULL,CITY_FOLLOWS_RELIGION_HAS_STAVE,NULL,NULL
RELIGIOUS_COMMUNITY_STAVE_HOUSING_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,0,0,0,0,NULL,NULL,NULL,NULL
